index,is_hatespeech,class,text
1546,1,0,8220taecocky this bitch childish af httpstco4zkmor7sn88221 one of my sisters wouldve had to crash her 128514
1547,1,0,8220taggs0967 nigeldixon1 caliboy4 nigel you dont think he knows what he did was dumb how smart are you8221 shut your bitch ass up
1548,1,0,8220tedofficialpage fucked your bitch and left her like httptcox41q6luh378221128553128553128514
1549,1,0,8220teelaydee justkarahn whatido yasss when a bitch get paid tho 1285141285148221 as long as she dnt act crazy
1550,1,0,8220teenaaasty half yall hoes still got nut in yall baby hairs shut up 1285308221 httptcoyyfcnfqzpc
1551,1,0,8220terrenjanay nobody wants to be with a bum8221 except bum bitches
1552,1,0,8220thareallilwang ur ex girlfriend is a slut8221 fr f dat hoe
1553,1,0,8220thadisreal ladies if a nigga always wanna go out and party every weekend he basically side hoe shopping8221128514
1554,1,0,8220thatdamntwerk1 when you gonna take me out rt drtruth247 some hoes not gonna let you come over until you spend money on them8221listen
1555,1,0,8220thatdamntwerk1 beef is when a bitch titties looking like they sleep rt laidback813 whats beef8221 httptcop2lr0nko6o
1556,1,0,8220thatirvnation today was a long practice8221 bitch no it wasnt 128529
1557,1,0,8220thatindianbruh food gt pussy but pussy food so food 8805 pussy8221 httptcozj3zyduxko
1558,1,0,8220thedevonclarke i swear if i see any snow tomorrow httptcouesygaqlhx8221 bruhh you sound like a basic white bitch
1559,1,0,8220thedukeknight typical hoe costumes 1 cat 2 nurse 3 bunny 4 police officer 5 themselves8221128129
1560,1,0,8220thefatamy uh excuse me bitch you dont need to shout8221 laurasimpson19 jdjohnson7
1561,0,0,8220thefunnyvine red neck ice bucket challenge 128514 httpstcocagp3niofd8221 he must be from the sip redneck
1562,1,0,8220themanoncampus 8220vsamone 5hawtyyy smoking skating twerking8221im innat hoe8221yas
1563,1,0,8220therealmfast i hate this shit like why yall bitches think thats cute httptcouxszexguju8221lttotal clothing violation
1564,1,0,8220therealtenski miss you ex8221 pussy
1565,1,0,8220therealtootie i smoke like 20 backwoods a day8221 cop dem bitches by da box woe httptcoldr5s3kpng
1566,0,0,8220thesportsdiva23 adam jones homers yankees now lead 538221guy is a monsta
1567,1,0,8220thequeentommy savanigga already going httptco41fpnfeovb8221 how i look at side hoes when daddy walk in the room
1568,1,0,8220tinnytimm 9994128558 u r gey af but youre my boy im glad im close with you you dumb bitch8221 how guys say i love you 128527
1569,1,0,8220tinypinkisboss cant stand a playin ass nigga99958221bitch
1570,0,0,8220tom2times making weed brownies tonight8221 goin slide me a batch relo
1571,1,0,8220tooeffincool the hoes love oomf 128527 lol8221
1572,1,0,8220torijberman lover httptcopjphvgw4f28221my old bitch 128514
1573,1,0,8220torijberman shavonne was doing ballet in the middle of the street last night and fell 1285531285531285141285141285141285141285571285571285578221128557128557128557 bitch it wasnt ballet
1574,1,0,8220traceydee98 i want pussy for dinner8221
1575,1,0,8220trapfuhrer when her nudes trash you gotta draw clothes back on her and send em back httptcojx7mc32bkv8221128128128128128128128128128128
1576,1,0,8220tremelvin hoes be like omg i love my new comb 1008465039 httptconuyjux1sk38221 thought this was perro
1577,1,0,8220trillogmalik vintagemonroe knee ass8221crow ass
1578,1,0,8220trillogmalik vintagemonroe slut hoe8221thot whore
1579,1,0,8220trillvanillaaa i feel like twerking 1285141285148221 this is why yo pussy stank 128581
1580,1,0,8220tripleogi kanye might be the first nigga to successfully save a hoe8221lol this a original tweet
1581,1,0,8220truth305 10 under in miami is a keeper8221not hard to find them hoes just like to brain wrestle
1582,0,0,8220tryhardsilva quote this with a weezy verse im a diamond in the rough like a baby in the trash
1583,1,0,8220tryhardsilva quote this with a weezy verse8221 youre like a bitch with no ass you aint got shit
1584,1,0,8220tvvitterfamouse you just ugly af stick to one rt 07cannon this new avi trash or nah8221 httptco761mk9zkci
1585,1,0,8220tweetmetfout you goofy rt viridoesitt only goofy niggas simp over chicks with community pussy8221 who are you
1586,1,0,8220twittahcween always tryna degrade girlsampshit 128530 when reallypussyampass is almost all yall think about so shuuutt iittt 8221 sometimes
1587,1,0,8220tylawson3 fk it im never wearing my headband again either8221 but you dont hoop like a lil bitch tho
1588,1,0,8220tyga that aint my hoe8221
1589,1,0,8220tylar this single shit so boring 1285551285308221suck it bitch
1590,1,0,8220uccrushes trenton gossman is the sexiest hillbilly i have ever seen8221 128129128514128514128514
1591,0,0,8220utragers colt mccoy wins825265039 hookem1280028221 hes still trash
1592,1,0,8220ucfgawd crying over a guy on thanksgiving nah bitch pick your head up you making the turkey soggy8221 thanks ashanni pats turkey dry
1593,1,0,8220unlikesociety good pussy be making a nigga have to regroup8221 pull out and get your thoughts together128514128514
1594,1,0,8220unbearabletier i ate oomf pussy8221 her 128064128064128064128514128514
1595,1,0,8220untouchablet ion care about none of these bitches8221128175128175128175
1596,1,0,8220untouchablet never seen so many perfect bitches til i made a twitter 128564 but 1280569749650398221128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175128175
1597,1,0,8220vinnyguadagnino im a boss ass bitch bitchbitchbitchbitchbitchbitch8221 sarahninjaginga
1598,1,0,8220vabtwin8211 vivalaquintaa agreed eating pussy is so much better8221they both nasty
1599,1,0,8220vishaldagod fuck a wcw dats my bitch not my crush8221
1600,1,0,8220weeedith all i want is bitches big boooty bitches8221
1601,0,0,8220worstraplyrlcs httptcohe19tifqfx8221 how is this trash
1602,1,0,8220wavygodd i dont like a ghetto female8221128567128078
1603,1,0,8220weakassdrex if jennifer hudson can lose weight anybody can you fat ass hoes8221128514128514128514128514
1604,1,0,8220weirdlilthingz stop giving a nigga pussy he stop actin like he care8221 no true totally
1605,1,0,8220whaletail all i wanna do is go workout then come back home and lay in bed8221 jerk off kill two birds with one stone
1606,1,0,8220whattheffacts an orangutan once tried to have sex with actress julia roberts8221smart monkey128514
1607,1,0,8220whoscherry ever met a bitch that fucked with your nigga but was to pussy to admit it 8221 a bitch for a bitch
1608,0,0,8220willyc14 8220urbie6 singlebecause ill find a cute hoosier to date next year 1285278221 tgold328221 connorbradley
1609,1,0,8220woochamberlain i just made that interview my bitch 1285268221finessed it huh lol
1610,1,0,8220worldstarfunny we dont love these hoes httptcowekdl09bq58221 ilovebamf 128076
1611,1,0,8220wowitsdylan fuck a bad bitch id rather have a good girl whos a freak just for me 1010 times 1285251285258221
1612,1,0,8220xenoss single af we dont care youre ugly anyways8221 me pussy
1613,1,0,8220xenoss i dont love these hoes8221 we
1614,1,0,8220yaboyroshi when you try to smash but that pussy stank httptcoalfwpumnls8221
1615,0,0,8220yankees yankees and red sox are scoreless as we play in the 2nd inning8221 the bambino is watching
1616,0,0,8220yankees alfredo aceves in to relieve ccsabathia here in the 4th yankees8221 he needs to go away gas can
1617,0,0,8220yattabing cavs trash heat trash smh8221pat gotta make trades
1618,1,0,8220yeridzee im not a bitch like vikyfdez15 128129 lol8221 sorry not sorry tried to give him a hint that i didnt want to speak to him so idc 128524
1619,1,0,8220youregayif 1227jarred shut up faggot8221128514set himself up
1620,0,0,8220yummy oreo ice cream cake 128588 httptcodvabpmgqjo8221 128525
1621,1,0,8220yungethiopian i got a natural mean face i be havin mean mugs and ion even be knowin bitch shut the fuck up8221right
1622,1,0,8220zeecobb all i want for my birthday is a female with a large buttocks8221 big booty hoe
1623,1,0,8220zvckslvt3r704 my sister shittin on you hos once again vsamone wodeh bout dat action httptconzhxa8gua58221128536128536128536
1624,1,0,82201kane lmaooo i find this shit so funny yall hoes aint content with working it out with one nigga httptcodbtcv0fbn18221thats boring
1625,1,0,82204everslim u look like a cotton picker tho rt kbthree about to put in field work 1279448221 damn dee got all the jokes
1626,1,0,8220beautifulkeezy 8220100046729 beautifulkeezy wassup8221bye8221bitch you outta order
1627,1,0,8220beautifulkeezy 8220100046729 this bitch lying to me 12851412853082211280641280641280648221messy yess
1628,1,0,8220beautifulkeezy alyssa you ignoring me bitch but you better text me back cause im serious 8221fuck u smokey
1629,1,0,8220beautifulkeezy im about too put sooooo much nut in my fucking mouth and gts frfr 1285141285141285141281288221 bitch yu nasty
1630,1,0,8220beautifulkeezy im so winning 128525128525128525 httptcojf6u54cmw38221128514128514128514 bitch
1631,1,0,8220beautifulkeezy the boy told lyssa make them 50 1285141285141285141281288221128514128514128514128128 yes bitch and i need em
1632,1,0,8220beautifulkeezy these hoes be playing w me like i wont send baby cain at they niggah 8221yesss messy
1633,1,0,8220bitchbuh shoot that nigga and his shorty bitch 1282991285148221 825265039825265039
1634,1,0,8220bucketsmcnasty iz no point in being jealous cuz dee hoes for everybody 128175128175128175 bucketsproverbs8221 httptcohuh4hbkywy
1635,1,0,8220bunnycocaine oomf a hoe hopper 1285141285141285148221 127806128064127806
1636,1,0,8220ciaraaas what things do you love 8212 myself httptcod23mkpgmxu8221food weed pussy life 128129
1637,1,0,8220cocakoula oomf a fake bitch ass nigga point blank period smh8221 awwww shittttttt
1638,1,0,8220derooo 8220viridoesitt how i lose this sweet8221you aint lose it you hide it lmfao viri tryna smoke that hoe to his self8221 128514128514128514 boy
1639,1,0,8220dmill 82201blackmigo kyrie fast than a bitch with the ball8221 look like you out there lol8221lol i wish
1640,1,0,8220dominiquecs thompsonera hahaha she to much of a thottie for you8221 never fear captain saveathot is here to save that hoe 128526
1641,1,0,8220georjay zoeboi03 happy birthday little bitch8221 bofl this made me laugh when i read it 128514128514
1642,1,0,8220imtrillasfuk snap chat names please 1285271281711281668221only bitch you can snapchatt is me
1643,1,0,8220jamal these hoes aint loyal8221 no they aint
1644,1,0,8220jiare 8220wbpooh3x where the bitches at 1280648221 yeah where they at 1280648221 i dont know they probably at that party 128553
1645,1,0,8220kingcorey i got the giggles because im a fag i aint gon lie lol 1285141285148221
1646,1,0,8220kingrichyyyy noflyzone8 1017sqquad you a bitch8221they need to lock yo ass up for sayin some stupid shit like that
1647,1,0,8220leyahhhh no one likes i n d i r e c t ass bitches8221 128079
1648,0,0,8220lovecarolina my lakers are going to be so trash this season i cant wait 1285881280791285308221
1649,1,0,8220onebadcreation boyfriends thatll eat yo pussy all day long ur da real mvp 1285571280798221 httptco6dimz71mpv
1650,1,0,8220ottomattic how you make a salad and have no vegetables on the bitch give me a break 1285141285571285141285578221 potato salad
1651,1,0,8220perarl im so happy in the morning after i shave my pussy cuteness always sets me up for a good day1285228221u need some dick
1652,1,0,8220playachris i be laughing when my ex be tryna stunt bitch you forgot i went with you i know what you got amp dont got 1285141285148221
1653,1,0,8220sickwitit wish tonight was purge so i can get to hunting8221 shut yo hoe ass up
1654,1,0,8220thecrownedhead what if i tell yall im trying to turn up for bayou classic drinker 1285208221 bitch you got the id
1655,1,0,8220withfinesse 8220shanea1 lol i 4got rose been dat nicca tho8221 1 never forget8221lol yee i was trippin
1656,0,0,8220bino looking at nip rings i cant wait until i can change mine 1285278221 128221128064128209 lmao
1657,0,0,8220blackjesus 8220lilaerii happy new year 1278821278811278811278811278811278811278811278821278828221 check yo clock hun we got another hour lol8221they just did the lil count down thing
1658,1,0,8220iamannay bitch gotta work all hard to clean that shit without ripping her skin8221 lmaosjdusubejs
1659,1,0,8220idonthaveone my friends are some insensitive bitches 1285148221
1660,1,0,8220lilboodyjudy im tryna get some snow day dick 1285141285141285141285148221gon make a nicca have a wreck out there tryn pull up on ya 128514128514
1661,1,0,8220neecol like why tf is this bitch following me 8221128064
1662,1,0,8220tamm voiceofdstreetz cuz you a hoe lol8221 cuz you went on your lil rant on me man
1663,1,0,8220tamm voiceofdstreetz that wasnt me hoe azz boi8221 im sniff sniff sorry sniff sniff httptcoctmwgweknl
1664,1,0,8220austinnn satisfiedx 128175 what u did mr bitches8221 128514 stop calling me that but i balled
1665,1,0,8220iamjazz ion eat cat 1285818221bitch what you gay for then
1666,1,0,8220kiante 82201017sqquad iont got not type bad bitches is the only thing that i like8221 ayeee8221 throw that ass in a sphere 128064128514
1667,1,0,8220marshe niggas is hoes man i swear8221
1668,1,0,8220nijel this hoe mimi said i hurt my hand 1285298221128514128514128514 bitch her throat 128514128514
1669,1,0,8220tharealist 128530 dis hoe bri will fuck up a wet dream8221 pop up in the dream like httptcoasiqg6ebpb
1670,1,0,8220tharealist voiceofdstreetz u a hoe broski u gotta look at dat shit8221128064128064
1671,1,0,8220tharealist lil bitty bitch8221 128079128079128079128079128079lingo
1672,1,0,8220tharealist shawty wanna charge for pussy but im like whoa now1285618221 turnt her on to cash she use to fuck for free
1673,1,0,8220ajoyaaa victor amp shawn legs dont hurt they jigg every damn night 1285308221128514128514128514
1674,1,0,8220chanaee lol someone told me i had hoes so i sent them this128514128514128514 httptcob5xbkamv4x8221
1675,1,0,8220chelousmuch bitch im weakkk vic 1285141285141285148221128514128514
1676,1,0,8220chrisbrazell fuck the girls peep how he change when a nigga squared up against him 128514128514128514128514128514 httpstcofzx4ws7eee8221 128514128514128514128514 bitch ass
1677,1,0,8220getmeauxmoney nobody cares about kirk bosley no8221i care bout my cousin hoe
1678,1,0,8220hellmel men hop in they feelings much quicker than women8221 not me 128520 i hop in ya bitch
1679,1,0,8220heyshelby bitch im on bitch im on my griiind8221 thug luuuuuuv
1680,1,0,8220honeysays my phone charging backwards 1285338221 retarded
1681,1,0,8220imshawntee i want some pussy wishfulthinking8221
1682,1,0,8220kbhicks thekaosyatti fb hoe lol8221damn next time be nicer lmfao
1683,1,0,8220mahoganylov3 right rt kingdominicus idk which one was selling pussy for 65 but that8217s way too high for them httptcojsdmsucdm08221hm
1684,1,0,8220nicolehayley thompsonera ahhh you know who so smart donny 128516 but yes rt 1285148221 yass im glad you speak your mind to these 2faces hoes
1685,1,0,8220tellmeboutlove gave that bitch a bib since she wanna act messy8221
1686,1,0,8220thegodmother im more excited about boosie getting out than valentines day8221he get vday pussy allstar weeekend pussy and mardi gras
1687,1,0,8220xcianna i dont like popeyes spicy chicken 1285458221 them bitches be on 10 boa you trippen
1688,1,0,8220yeaimmaboss 8220100046729 i wonder if i oomf i be like i want fuck would i be wrong or 1285338221 you a be one brave as bitch1285141285148221one day 128553128514128514
1689,1,0,8220yeskala its so wonderful when you meet a dude thats not a bitch ass nigga these days 1285148221 128588128553
1690,1,0,8220abigayvazquez nicole214 tonyjetsfoo yeah he lowkey loves me he knows hes ma nigga 1280768221we dont love these hoes
1691,1,0,8220aerinblazin im 2 much for these niggas and 3 much for these hoes 1281298221
1692,1,0,8220alexvelazquez49 jordyn stays making fun of how i eat like a little bitch
1693,1,0,8220alicia688 he did go in i was actually surprised he when that hard rt vice504fly n the crib listen 2 my nig geazy8221dont diss my homie
1694,1,0,8220alicia688 you aint special niglet rt vice504fly when im chilling wit greg ppl walk up to me to ask me to take pics8221hatin
1695,1,0,8220almightyburr gotta buy those antislip shoes so these hoes wont catch me slipping8221
1696,0,0,8220anallanusa32 83 youre really cool youre good at basketball and your a zebra 1279361280608221 is this willball4life
1697,1,0,8220annijohnesce 100046729 grow up bitch 1285141285141285141285148221 128514128514128514128128 they was cute 128514128514128514128514128514128514
1698,1,0,8220arrogantori scrappy always on the reunion with hella hoes 1285148221real nigga lmao
1699,1,0,8220avelindner if he has a girlfriend dont be a hoe and text him yanno who u r 1285198221
1700,1,0,8220ayyceethegreat dont really have anyone to talk to when things start going wrong8221 aight hoe ass nigga
1701,1,0,8220badnradbrad whattheflocka morbidmermaid sydneys my favorite8221 shes a nigger but i love her
1702,1,0,8220bbluedreamm 8220pouyalilpou depressed but i got hoes8221 same8221
1703,1,0,8220beautifulbleus 7 you still fucn ya ex8221na that bitch corny
1704,1,0,8220beautifullapril about to go take over the a this summer binging alll the fly bitches to bless atl turnup8221 thank you 128513128513128175
1705,1,0,8220biggboss23 i never get on twitter but when i do i get in bitch fights with niggas not even females bruh8221 httptcokf6pxgkjxr
1706,1,0,8220blyth33s 8220chaserojo where the fuck is your top lip httptcoizbpn0pms98221 in my pussy8221 lilshwenda
1707,1,0,8220bonnoxxx webbmadethis mane the skinny bitches was playin lol i had too take my weight class too another level8221 128557128557128557128557128557128557128557128557128557128557128557128557
1708,1,0,8220boojieque 128514128169rt webbmadethis lemme find out you niggaz letting bitches shit on yo faces8221 128557 niggas is weirdos
1709,1,0,8220briceokc cigarettes are so gross half the bitches that smoke cigarettes 1285308221 gfys
1710,0,0,8220butterobama i hate when i attempt to make the yellow light but the car infront of me stops at the light 1285451285451285458221825265039 i be wanting to fight128514
1711,1,0,8220bwanaaa16 i like down bitches8221
1712,1,0,8220candacevon niggas talk more then bitches these days 1285308221 facts
1713,1,0,8220cbmarie whatevaittakes 128563128553128514128514 now bitch you know lmaooo8221128514128514128514
1714,1,0,8220cbmarie fuck them texts 128526 its a movement lmaooo 8220koleworld4 courts texting rubbed off on me 12851482218221she used to be bitch bout it tho 128553
1715,1,0,8220cbmarie i need to find is both a damn job 8220whatevaittakes cbmarie needs to find a bitch a job12855312855382218221right
1716,1,0,8220chloekosik i dont fuck youuu u lil stupid ass bitch i aint fuckin wit you u lil dumbass bitch i aint fuckin wit you8221 kaylamauser
1717,1,0,8220chloeonvine are you kidding me right now httptcolfsvymmqtn8221 ill smack a hoe
1718,1,0,8220chloeonvine im just a sarcastic lil bitch who loves to sleep and eat8221
1719,1,0,8220chrisbrown these hoes aint loyal i would know cause im a hoe but my fans damn sure are8221 real
1720,1,0,8220cierravillela yeah its really far and its alright if you like living by a whole lot of hicks haha
1721,1,0,8220clzcdxx im just a bitch ass elf8221 morbidmermaid
1722,1,0,8220cmencarini i dont trust girls8221 cant trust these hoes
1723,1,0,8220codizzlleee satisfiedx stfunobodycare well we all know victorias secret now8221 yea and we all the cocoa puff bird fucking
1724,1,0,8220codyaveresch paint brushes over bugattis stundentpainters bitch8221 paint me like one of your french girls
1725,1,0,8220coffincreepxx whatareollies niggah you friendzoned8221 daaaaaaaam 128532
1726,1,0,8220coffincreepxx jose is so fucking mean to me like damn bitch lol8221 fuck you
1727,1,0,8220colormeprettyyy xotavia bitch im back at home now8221 128514
1728,0,0,8220coltscommunity pacers nflcolts indystar chuckstrong goldswagger httptco6q5wm3vu8221 thats awesome 1279361279441280771280769757 hoosiers
1729,1,0,8220comedianjayski happy hour time best time of da day8221 niggas dont know bout them happy hour hoes
1730,1,0,8220comedianjayski my favorite time of da day happy hour drinkbreak8221when the bad bitches come out and the ok hoes at home doing makeup
1731,1,0,8220concretesledge gwyneth paltrow you ugly ass big bird looking bitch shut the fuck up8221 ltltthats pretty much in your face bravo
1732,1,0,8220connycarvajal why u cant just love8221 because we dont love these hoes
1733,1,0,8220cooneymane brianmc630 they played a great job whos the retard now8221 128514128514128514
1734,1,0,8220creoleblood 8220whatevaittakes yall bitches be popping babies out like its a sport1285538221stop 1285348221what lol
1735,1,0,8220crystalinag finger a bitch w my trigger finger8221 nigga shut up
1736,1,0,8220d69b dora amp her table manners 1285308221 shes eating like a sloppy hoe
1737,1,0,8220daaamian69 8220tankgonzalez stop being such a bitch82218221
1738,1,0,8220daberellla just demolishing this huge bitch 127850 httptcoawydbjxks48221sharing is caring 128076
1739,1,0,8220dablueprint nigeldixon1 just think if alex won some games8221 that sorry son of a bitch will never win us a game
1740,1,0,8220daijahshardaee 128514128514 100046729 bitches so late 1285641281298221 ion exposed 128514128564
1741,1,0,8220daijahshardaee i feel sorry for whoever using alyssa number to play phone games 1285321280808221 dumb ass hoes who aint got a life
1742,1,0,8220dappermuke ill be a bitch when i have to be a bitch fandomapology 5sosfamand1dfandomfollowparty8221 preach
1743,1,0,8220darkkskys bitches be set hoppin like bitch get your life for u get beat up lmao8221
1744,1,0,8220dewayneee that pussy so wet she gotta dry outside8221stop telling my business
1745,1,0,8220dirtyxluxury vontethekidd whens homecoming ho8221128553128514 slut the 17th
1746,1,0,8220dlogue22 asians have short beds my feet are hanging off the edge of the bed 1285148221 cuddle me bitch im right beside you
1747,1,0,8220dnumberbefore2 8220vice504fly dnumberbefore2 u a regular nig u played out b8221 lol ima b ig famous8221these days that counts for somethin
1748,1,0,8220dnumberbefore2 congrats to kim k this a great day for hoes everywhere8221
1749,1,0,8220dnumberbefore2 lol maybe i should give in nd date these hoes on dates8221let me know how that work lol
1750,1,0,8220dolodwills imma pull up on you eat on that pussy and dip8221
1751,1,0,8220dominiloka if you cant get pussy without lying to a girl you wack8221 dont hate appreciate
1752,1,0,8220dominiloka my daughter makes me with i wasnt a hoe from age 18258221 u on a roll tonight
1753,1,0,8220dreadheadkidd69 pussy prolly taste like heaven 1285238221 128079
1754,1,0,8220drphildontehue now maam 8220pettycrocker every jawn on here been tryna have they pussy cop a feel on dontes peen82218221128563
1755,1,0,8220drphildontehue you know idgaf about a womans lingerie matching when i love hairy pussy so much 1285148221 128567
1756,1,0,8220eminoelle why you let these hoes tear what we had right apart8221
1757,1,0,8220erickruiz45 i just want the baddest bitch in the world right here on my lap8221 7aidualc9 128514128514128514128514
1758,1,0,8220ericwooden21 8220drtruth247 pineapples on sale at publix8221hoes on sale too8221up stairs
1759,1,0,8220ericwooden21 i need ran theo and theo homie rocking the cool8221 i need some free shit or some hoes
1760,1,0,8220eternalhbic 8220halfjewish stills get no pussy httptco6uowecbuqo8221 hes jus being rational8221 a fag
1761,1,0,8220fabbymichelle brianlovesass what class you in right now i need my headphones for seventh period im serious bitch ass8221mstrophenboum
1762,1,0,8220fabbymichelle aw omg this show made me cry 128557128557128557128557 im such a pussy man8221you really are
1763,1,0,8220fabbymichelle brian stfu 128548128079 its twitter i could retweet anything8221dont make me bitch slap you again 128075
1764,0,0,8220fatbellybella i know u didnt hit that jigga with my fav purse solangeknowles8221no chill 128514128514
1765,1,0,8220flowerlela fucking slut8221 foreal fuck dat bitch
1766,1,0,8220flvshy5 might go to plaq hc8221bitch who you gone go with
1767,1,0,8220gallinofmilk im a faggot i agree
1768,1,0,8220garcialaura virgiliolla i was heartbroken tx inniz ho lmao8221 haha naw chill you the one laughing at vdawg
1769,1,0,8220garytiffany make the most of what you have8221 dont tell me what to do bitch
1770,0,0,8220ghostriderj1 yankees will never have someone wear a single digit uniform again after this season8221 wow shows that is an epic organization
1771,1,0,8220girlideas why do bitches stand like this 128563128541 httptcoqq9vqylru18221 she wanted to be in mjs smooth criminal video so bad
1772,1,0,8220gmailcandy it dont matter where we at this nigga always tryna holla at a bitch 128514128514 transactionrap8221 where yall at
1773,1,0,8220goodbadguytim 8220100046729 this bitch gmfu8221 you huh8221 huh lol
1774,1,0,8220hernandezeli back then hoes didnt want me now im hot they all on me8221
1775,1,0,8220hippiescrub i can believe that wiz khalifa and that one bald bitch are getting divorced 8221
1776,0,0,8220hoppk92 wccorosen sick of all the trash talk and cocky attitudes shutupandplay8221 refs have to take control when needed
1777,0,0,8220icarleybby 8220djzeeti twitpic a selfie with light colored eyes8221 httptcobsoyll83iz8221128525
1778,1,0,8220idisrespecthoez rt godofmilfs single moms got that proven pussy8221 lol fckd up but truuu
1779,1,0,8220idisrespecthoez rt jonraff hate when a chick say go deeper when u already dishin out all u got hoes8221 128514128514128514128514128514
1780,1,0,8220idntwearcondoms bitch wanna date the flyest nigga then be shocked when he has hoes lol8221
1781,1,0,8220idntwearcondoms ladies what if a dude put two hands in your pussy and started clapping8221 lmaoo
1782,1,0,8220idntwearcondoms u get what u put in if all u offering is pussy dont be mad when all u receive is dick8221 128588
1783,1,0,8220ikayking things hoes say httpstcoi9zs1oud0i8221
1784,0,0,8220isignmyownboobs thats my fav part on take care8221whole album trash
1785,1,0,8220itweet4uglyppl 8220kirbymouf no one wants an ugly nigga so youve got him all to yourself no more stressing over hoes8221 lt8221 lies
1786,1,0,8220iamshiraq whereyohussleat caymarieee yall partners in crime8221 thats my bitch she cant ride solo
1787,1,0,8220iamshiraq whereyohussleat u got hoes tho8221 werd 128066 where 128064
1788,0,0,8220iamkrause all i see in every iftheygunnedmedown tweet httptcoxwmkac1aw68221 dis be like da colored brady bunch
1789,1,0,8220iamkrause no need to thank me killing niggers is its own reward8221 dis my pal from our graduation when we was 26
1790,1,0,8220iank12 ajdougherty13 no you homo8221 sorry i cant be straight like you and pull mad bitches 128532
1791,1,0,8220iank12 ltomasiello75 ajdougherty13 me 38221 you dont even lift pussy
1792,1,0,8220iank12 half tempted to go outside and run my phone over with my car because its such a piece of shit fuckiphones8221 do it pussy
1793,1,0,8220inherribs is it too early to put your face in some pussy8221 bul never to early for breakfast
1794,1,0,8220isadore911 vernnotice what about the doc8221 hes a pussy he aint going anywhere
1795,1,0,8220ithinkthatway i want my ears to look like this 128066128149 httptcoobvu5zn3zc8221 i just want this bitches earrings lol 128513
1796,1,0,8220itsdesha i dont take people niggas bitches dont play about they niggas specially they baby daddies 1285571285141285141285148221no bs
1797,1,0,8220itswhittytitty i used to be that fat bitch everybody made fun of look at me now8221 i was made fun of for being ugly 128589
1798,1,0,8220itsdaniellef 1285218221 hoe
1799,1,0,8220itslizkhalifa if pussy is just pussy to you you a nasty ass nigga hope you get aids 1285538221 bit harsh rethink that statement
1800,1,0,8220jaimescudi tonybthrz cinndyyxoxo briannniloo fuck me then bitch8221 shut up and roll threw
1801,1,0,8220jamajam im not saying im for this but studs will fuck trannys but wont let they bitch strap them down you muhfuckas childish lol8221
1802,1,0,8220jcash freemolly voiceofdstreetz 128077128514128514128514 bitch i was fukkin wicha but fuck you nigga square up8221 and im fucking with you 128514128514128076
1803,1,0,8220jcash voiceofdstreetz knowing i can picture that hoe in my head8221 he good now knocked the wind out that boy 128514
1804,1,0,8220jcash voiceofdstreetz noll nigga im talm bout tt and juice 128514128514128514 freemolly8221 me too ion hoe em
1805,0,0,8220jerseyzbest74 eagles fans dont except the fact that mcoy been trash this year and that everybody figured out that spread offense8221 stopit
1806,1,0,8220jjusmaxx thot bitches wanna be wined amp dined like a wife but dont know how to earn it 1285648221
1807,1,0,8220jooselhynn u hella gay u never did8221 quit subbing fag
1808,1,0,8220joytooawesome imjessicaaaaa vintagemonroe haha bitch 1285231285188221 httptcon5uucdtdxt
1809,1,0,8220joytooawesome i think this hoe pressed or some shit 1285338221righttt how many times we asked where they beok
1810,1,0,8220julialeungg hoes do hoe thangs8221mayciebelmore
1811,1,0,8220justinbieber that new 1d song diana is well written well done boyzzzzzz8221 bow down bitch
1812,1,0,8220kaitlinfryer big oleeeee middle finger bitch8221
1813,1,0,8220kangaruthie when people complain to me about prices im just like bitch do i look like i make the rules8221
1814,1,0,8220kaylendenise i hate that bitch amp the fact that oomf likes her just no 1285288221 retweeettt 1000x
1815,1,0,8220keanabermudez ginasanabria hes a hoe lmfao8221 arent they all smuts lmao
1816,1,0,8220keanabermudez guys are hoes these days lmao dont fucking indirect me cause i can put you on blast8221 whos subbin
1817,1,0,8220keyna 8220cosmeticjunkiee need to get laid 128514128514128514128514 sike im celibate bitches be like 12807012807012807012807012807012807012807082211280648221128064
1818,1,0,8220kiaramariexo 82201krock boot up httptcoczj5npifki8221 for u hoe niggas8221 so girls that take bc are hoes 128056974965039
1819,1,0,8220kincade00 rico be bored then a bitch8221damn boy you watch me more than these hoes do
1820,1,0,8220kincade00 rico full of shyt8221full of money hoe
1821,1,0,8220kingcvpital 8220ginasanabria 8220kingcvpital 8220keanabermudez men are the biggest hoes lmao8221822182218221
1822,1,0,8220kirstenkraft there isnt one song on blacc hollywood i dislike8221 except the song with nicki minaj because that triffling bitch sucks
1823,1,0,8220kissmefaith whatevaittakes yea bitch8221dam
1824,1,0,8220kissmefaith this bitch comes right in amp gets tooo comfortable httptcou9duc84iws8221128563128551 i never saw this yo my gut all out i hate u128514128514
1825,1,0,8220kittyhello14 imyungjay 127850127850127850127850127850 bitch ass nigga fuck you 1280791280791280791280791280791280771280771280771280771280778221 lt these hoes aint got no manners realtalk
1826,1,0,8220koleworld4 128541 httptco61zy8cc47j8221bitches swear they emojis128553128514
