index,is_hatespeech,class,text
986,1,1,youre spic sent message friends curious cat u2014 i sure gon beat ass your frienu2026
987,1,1,political violence common feature shithole countries is america part club shitholes
988,1,1,laura callinf nigger come bully
989,1,2,i took 4 years accusations seriously get lot cold faggot
990,1,1,you forgot say confuses slay queens whether stay nigger mulla stic…
991,1,1,the opening cant be broken feels like negro spiritual revival this track gritty rough yet operates in…
992,1,3,wide open layup went retarded passed away
993,1,1,chinaman issue dude
994,1,5,never said dyke
995,1,5,remember used gasp word u201cfaggotu201d itu2019s 2018 word become common su2026
996,1,1,i agree we need crack illegal immigration unfettered immigration refugees f…
997,1,5,i faggot got crucified
998,1,5,get dyke screen
999,1,4,hes literal twat hey he tried justify twitter toonthis guy went twitchcon tou2026
1000,1,1,could go one shithole countries rightnyeah alabama but rikers middle finau2026
1001,1,0,miko heartless cunt no doubt people band together get removed social platform ud83dude20
1002,1,1,if country shithole imagine ouru2026
1003,1,4,yeah i’m bad person feminazi monster doesn’t negate facts
1004,1,1,am i retarded make past brain censors
1005,1,3,celebrating entrepreneurship last night prix inspiration ontario gala entrepreneur immigrants…
1006,1,4,machados fucking twat
1007,1,3,so i guess make mongoloid version tmnt nso one would offended trashanimation riseofthetmnt
1008,1,1,always asians model typical old types mongoloid idk donu2019t like evolution human
1009,1,3,not daft lad mongy mate
1010,1,5,funfactnyou faggot
1011,1,1,yall gettin so mad at this i laugh asian jokes time i hear y’all goin’ “ching chong” “do my…
1012,1,4,also joo saying its okay white promotes gtwhitelt supremacy
1013,1,1,bruhthese kids grown ass white dudes said cheating ass lag switching faggot nigger xbox wu2026
1014,1,3,they went full retard man
1015,1,1,lmfao it’s deserve you’re supposed man toughen nigger
1016,1,5,not dyke ima stud
1017,1,1,fun fact i give person full claim call beaner spic wetback i call anyone slur equatesu2026
1018,1,5,get 2s faggot
1019,1,3,grown ups show faces use thea namesmongoloid
1020,1,1,war mexico would solve thisbomb entire shithole country
1021,1,1,screenshoting instagram followers mongol u randy deal
1022,1,3,shausha mongol
1023,1,1,you know mongoloid mercurys timid bookworm trouble making friendsnnoh
1024,1,1,what expect expired country like nigeria shithole fantastically corrupt one indeed biafra natiou2026
1025,1,1,got street harassed ignoring three men used language like ching chong me ignored the…
1026,1,1,“put nigger”
1027,1,1,trio accused conspiring get illegal aliens mi drivers licenses via
1028,1,1,it caribbean immigrants caribbean slaves african slaves build united…
1029,1,4,another disgusting lying feminazi where man haters come from this is…
1030,1,1,gavin mc innesnusing words asu201cfaggot u201cniggeru201cslutu201dare contextthey swear wordsgo 2 old black gu2026
1031,1,1,little raghead leprechauns running round studio
1032,1,1,thank god i lost virginity nigger
1033,1,1,lichispic coolud83dude0f
1034,1,1,that fucking spic know hit ud83dude48ud83dude48ud83dude48
1035,1,3,troll fucking retard is best got besides trying fool think liu2026
1036,1,0,mercpine9 retard xd squiggybot
1037,1,1,spick fucking wetback
1038,1,1,i want shithole country
1039,1,0,spot on chris u2018say anything reactionu2019 sutton heu2019s quite souptaker yet gu2026
1040,1,1,ppl school fuck ching chong music
1041,1,0,kinda gutted i didnu2019t get hours extra sleep yes i know iu2019m hong kong moment yes i know iu2019m greedy twat
1042,1,0,lol cunt
1043,1,0,i saw dyke look like lil boosie kinda fine though
1044,1,1,cos nigger slave worth thousand lines code
1045,1,4,im eating showering wasting pleasantries cunt
1046,1,5,whou2019s paying new phone you lucky faggot thatu2019s ud83dude08 message
1047,1,3,banturds worst mass murderers ever you retardu0117d know whitu2026
1048,1,1,there term 45 used awhile ago certain countrys shithole places thats whau2026
1049,1,4,did twat really say this sadly almost sounds like might believably words but surelu2026
1050,1,1,croatia want neither anyone else po back shithole country
1051,1,0,join us global journey walking 1 million kilometres side side migrants refugees…
1052,1,1,my brain day potato potato ching chong tomato
1053,1,0,i south african living native country shithole according trump i liku2026
1054,1,1,ching chong day long
1055,1,1,susan i ask no go back come ok ud83dudc4d nand donu2019t forget buy stream mono youu2019re
1056,1,1,share three lucky mongol 2 pencils pass upcat
1057,1,4,rondo got retarded
1058,1,3,ok i thought i proper human im actually mongoloid
1059,1,5,ill fight dyke
1060,1,1,she refused entry countries made stay shithole helped dig
1061,1,5,john flower faggot weighs 700 pounds lives college dorm refrigerator
1062,1,1,ice arresting people “looking hispanic” arresting illegal aliens
1063,1,1,wow really mongoloid hahahahaha i canu2019t stop laughing jesus christ ebt available 1800s
1064,1,4,you cunt god
1065,1,0,trump fucking mongoloid saying protection fucking synagoguenngo take fau2026
1066,1,1,one time got called raghead leicester 2
1067,1,1,cameroun condemned shithole country ruled vegetables intellectually defunct minds
1068,1,0,youre shitting right i watched every single leftist completely ignore elizabeth warren provu2026
1069,1,5,i drink tap water im coffee addict instagram faggot
1070,1,3,and heres retard ud83dudc47ud83cudffc trying use non functional brain spread hatred
1071,1,0,steven taylor twat nnross aloisi going mentalbrivwel
1072,1,4,tell something kind faggot runs around christmas sweater
1073,1,4,and u look retard face ud83dude02
1074,1,0,mdrn world hs frame whoevr dont suit frame bigotdis intellectual terrorism n victims wudnt even knw r victim
1075,1,3,they elected retard
1076,1,0,see i mean retarded conservative supporters pou2026
1077,1,0,florida shithole country
1078,1,1,imagine mentally retarded understand usage term stan means suicu2026
1079,1,1,imagine given birth nigger
1080,1,1,attention shithole countries coming nice
1081,1,0,ching chong ling long
1082,1,1,dear ching chong ling long’s expect react go ‘because rich ma’
1083,1,3,can u imagine retarded u know like president even arrest 56yearold suspect cesaru2026
1084,1,1,nigga half retarded god bc caption say u201cfruit loopsu201dn and box fruit loops iu2026
1085,1,1,we becoming shithole country
1086,1,3,seeing united fans making jokes helicopter crash last night new level retarded
1087,1,0,on says refugees never committed terrorism us how…
1088,1,0,what leftist terrorist liberals planning one invaders getu2026
1089,1,0,pepper soup overrated ud83dude12 sugarcane underrated ud83dudc95
1090,1,4,its probably cause twat
1091,1,5,god look like faggot
1092,1,3,why exeter posting like 4 minute emotional videos new stand hahahahaha ones died mongy pilgrims
1093,1,1,pull tweet calling robbie sexist twat introducing vibe five since theyu2019re putting tweets screen
1094,1,3,clearly heu2019s retarded
1095,1,5,literally got ding dong ditched likely 12 year old faggot thats cracking right jake paul apparel
1096,1,1,eating sleep dinner tonight nigger
1097,1,4,cunt snowflake
1098,1,4,heres member master race shot synagogue pittsburgh dirty nazi cunt
1099,1,3,nah retarded
1100,1,1,id pay good money alone time skinny mongoloid
1101,1,1,pour bernard kouchner la france devrait «prendre plus» de migrants…
1102,1,1,thats yellow card surely twat highest order mongy referee
1103,1,1,okay u dont comfort ive accepted im unnaturally small ur spic
1104,1,3,tourney retard
1105,1,2,marz dark lotus bible thumping cock sucking bald headed faggot quit telling people youu2019re vice veru2026
1106,1,4,you really horrible cunt times ud83dude21
1107,1,3,u look like retard
1108,1,1,barry recent trip african shithole country wanted try familys traditional clothingu2026
1109,1,1,shitnpissnfuckncuntncocksuckernmotherfuckerntits
1110,1,1,like father like son happy birthday mon negro et mon filleulgodbless fam
1111,1,5,scarlett johansson walked called faggot walked away then called personal cellu2026
1112,1,4,blunt cunt rhyme reason bitch
1113,1,2,and record muslims immigrants shithole countries otherwise wu2026
1114,1,4,people crazy talking spic bleach guys assume much
1115,1,0,i cant tell whats louder wind outside mongoloid neighbors kids screaming wind existsnnlike godu2026
1116,1,1,these actions shithole countries never dreamed id see sort behaviour dons au2026
1117,1,0,youve never twat
1118,1,1,good luck mongoloid
1119,1,1,apparently trump talking america made shithole countries comment ud83dude44
1120,1,4,ah weak northern twat yep would make sense americannhave nice evening littleun
1121,1,1,u2014 itu2019s nowhere near bad words like faggot retarded nigger cracker etc thereu2019s people callinu2026
1122,1,1,ça change quoi les chiffres hein trois mille migrants ou trois millions de migran…
1123,1,0,black metal poetry daynni saw virgins cunt spawning forth snakenni witnessed tribes judah reducu2026
1124,1,2,heu2019s maga trump republican moronic twat
1125,1,1,who fuck calling retard
1126,1,3,that tweet 14th december allardyce manager mongoloid
1127,1,1,the reason immagration problem mexico if mexico wouldnu2019t shithole everyoneu2026
1128,1,1,ahnthe shithole countriesnyouu2019re welltrained parrotni bet adoreu2026
1129,1,0,dave roberts fucken retard
1130,1,3,camera quality snap retarded take cool photo actually comes trash ud83dude2d
1131,1,1,suad it’s okay nigger love
1132,1,0,unrelated cum sandwiches i want state fucking dumb edating retarded culture surrounding
1133,1,1,zip raghead
1134,1,3,now retarded fellow beyond tolerance
1135,1,1,mongol always spot teams
1136,1,4,wish retarded looking probably friends real life would nice life
1137,1,3,fed mongy selfud83eudd12
1138,1,1,fuck negro
1139,1,1,some best friends shithole countries cool storu2026
1140,1,1,then maybe you s shouldnt have knifed him nnjesus voted mongol
1141,1,3,shit gotta fuckin retarded high doud83dude2d
1142,1,0,drink special todayhillbilly blood bath 3 also prime rib dinner specials all daytaco chili soup tou2026
1143,1,5,heu2019s faggot ass band wagon bama fan
1144,1,1,fine long invitation excludes illegal aliens coming porous borders…
1145,1,1,oh iu2019m sure sheu2019ll get along u201cshitholeu201d countries ambassadors especially coloru2026
1146,1,5,use faggot upsets even em almost 50 know better hu2026
1147,1,1,why dealing 3rd world shithole countries
1148,1,1,cuz little ching chong eyes cant see words
1149,1,0,as great patriot mentioned another twatthey could easily gone us embau2026
1150,1,1,this nigger fitzpatrick drunk
1151,1,1,im black i pr some called spic school had ask dad was he spokeu2026
1152,1,3,lastly i saw someone understands hthe la masia treatment way i understand retarded board
1153,1,4,get head twat report facts he blocked over ud83eudd2cud83dudd95ud83cudffb
1154,1,1,my spic gangsta
1155,1,3,anyone else larping retard whole time haha right guys
1156,1,1,do think illegitimareregime gives damn people shithole countries they give damn abu2026
1157,1,5,youu2019re faggot
1158,1,5,eating fat faggot treat hot cum
1159,1,2,fascist terrorist directly inspired bogus conspiracy theory wealthy leftist jews wereu2026
1160,1,0,most retarded gt
1161,1,1,a accessory close enough magamongol no
1162,1,5,herman faggot lmao
1163,1,5,shut faggot atleast 500
1164,1,1,me i’ll know i’m half nigger cracker bitch
1165,1,1,there is good ole fashioned race card hooray a shithole country shot hole country nobu2026
1166,1,1,i can’t ching chong fuck
1167,1,1,trump derides protections immigrants u2018shitholeu2019 countries forget
1168,1,3,applied like four different schools ugh hope least get accepted one lmao know im retarded like please
1169,1,1,call faggot tranny want cameron kai weu2019re trans gay
1170,1,0,nemacki spic
1171,1,1,all illegal aliens criminals they became crimi…
1172,1,5,didnu2019t koke call cris u201cfaggotu201d
1173,1,4,this dude really faggot
1174,1,1,theyu2019re gonna tell u201cshut spicu201d
1175,1,3,why tv acting retarded ud83dude44
1176,1,1,this negro got nerve
1177,1,0,pal were always gonna wavelength twat
1178,1,0,pathetic bully child nerve try call retarded someu2026
1179,1,5,you faggot like daughter lol
1180,1,5,i wouldu2019ve followed way home kicked faggot ass
1181,1,3,would saying retarded stuff like shooting occurred mosque doubtful wu2026
1182,1,1,nah i love word super funny i like serf mongoloid days tho
1183,1,1,im spic making choose two dead people wanna gotta die 4ever
1184,1,0,just went put cereal fridge milk cereal cupboard full mongol
1185,1,3,retarded
1186,1,4,old dyke thinks anyone cares i know i dont maybe invitedu2026
1187,1,5,alls i said faggot
1188,1,0,could please send links
1189,1,5,donu2019t like word dyke faggot
1190,1,1,and howu2019s work exactly refugees u201cshitholeu201d countriesu2026
1191,1,0,this cunt
1192,1,1,us loves ban people entering country huh even banned hiv positive immigrants entering til…
1193,1,0,i think hoes really retarded man
1194,1,0,terrorist distinctions liberals always violently pursuing leftist agenda conservativesu2026
1195,1,3,i donu2019t like anyone calling son retard
1196,1,1,yeah would mean nw europe immigrants would go would become shithole good…
1197,1,5,faggot
1198,1,4,heu2019s twat thatu2019s why
1199,1,1,ching chong ud83dudcaf
1200,1,1,one guy called girl spic gonna fuckin swing
1201,1,0,sara i see time kind youu2019re still twat 9theblock
1202,1,3,i got better joke blue check retard calls laura joke 10 followers has fucking hilarious
1203,1,4,world ainu2019t free more cunt
1204,1,0,my wifi acting retarded see yu2019all tomorrow comcast
1205,1,0,ditrty stinky spic
1206,1,0,i needa start playing half decent people bro fuck imassacah cunt playing shit fuck
1207,1,1,oopsie caravan mass exodus shithole countriesnn
1208,1,2,well ya go another raghead freak these people gotta go hell would vote her she looks evil
1209,1,0,mongol bros would made fun virgin cause would refused rape pillaging villages
1210,1,1,nope those were shithole countries would you live there im fence thu2026
1211,1,3,i never lost phone retarded sendoff worry i baffled people i know whu2026
1212,1,5,faves would spit faggot u2014 actually bts theyve openly supported lgbtq many times pu2026
1213,1,3,i feel edgy saying retard every 2 seconds integrated deeply vocabulary i cant help
1214,1,1,daft bintnnlike ardent leftists shell suck anything matter much violates loftu2026
1215,1,4,ye hand though isnu2019t soft twat ud83dude44ud83dude44ud83dude44 fuckin games garbage ud83dude02ud83dude02ud83dude02ud83dude02
1216,1,1,you know youu2019re dyke see performer read poem june jordan long distance love immediau2026
1217,1,5,hello usa retard running countrynget new onenor shoot onenim sick tired idiot
1218,1,3,feel like poverty mongoloid
1219,1,3,her you must retarded think weu2019re fuckingnnme
1220,1,1,guess ragheadtrump is your president u2764u2764u2764u2764
1221,1,1,the united states become shithole country thank trump deplorables
1222,1,1,reed is heavy old negro gospel sigh
1223,1,0,potus self centred twat more gunsmore gun incidents its simple blooody maths if everyone else theu2026
1224,1,0,waiting see videos ule retarded drunkud83eudd29
1225,1,4,hope not some twat tried saying fixed dodgers would win 7
1226,1,1,hire instead retard dave roberts
1227,1,3,some favs i took morgan today ly retard u2764ufe0f
1228,1,0,ching chong pyro agree
1229,1,1,europe enough illegal immigrants we need sarah palin too sorry
1230,1,5,fine i get faggot bitch coward clown phony suckers weak flunkies fake
1231,1,5,come serve young aplha faggot skype open danaillazarus findom cocky rt rtgame paypigu2026
1232,1,0,caught guy trying stare smug twat
1233,1,5,brother faggot ass coward
1234,1,0,my 65 year old uncle went celebrate granddaughters birthday last night got mongy broke nose ahahah
1235,1,1,are saying nauru shithole are criticizingu2026
1236,1,1,yes in fact might calling u201cshithole countriesu201d
1237,1,1,whatu2019s point i said tryed tm qualify it same mongol always
1238,1,1,thats trump called shithole 3rd world countries wonder why
1239,1,1,shut jackiechan twatnspidermanandfriendsbot
1240,1,1,uncle 45 could send wife parents back whatever shithole country came from
1241,1,3,canu2019t even blame players gotta blame retarded ass coach
1242,1,1,if one person calls chink chinky ching chong iu2019m going kick balls
1243,1,2,some signing 2003 bragging wait kill ragheadthats pure racism
1244,1,3,literally got ppl yesterday dodged retard
1245,1,1,sorryi speak ping pong ching chong sushi chong
1246,1,1,deff nigger wine
1247,1,1,filipinos bad things inggituh crazy mongoloid abnormalnwhy touch thief myu2026
1248,1,0,blair jump dyke
1249,1,1,ur massive douchebag you might left canada cunt canadian never left you socialism isntu2026
1250,1,5,i mean call faggot long continues give school money love
1251,1,4,oh fuck stupid cunt
1252,1,1,next job cut welfare illegal aliens
1253,1,1,asylum shithole countries isnt really asylum
1254,1,1,third world shithole country ny
1255,1,1,ching chong chow dong u2014 lol gay nno ta
1256,1,5,sabrina called u201cflamboyant faggotu201d sooooo
1257,1,1,gays think masc amp hating fems makes better gays like world still gonna see u faggot
1258,1,0,if still playin fortnite faggot
1259,1,1,african migrants crossing mediterranean head spain italy’s blockade via
1260,1,1,least give credits ching chong name
1261,1,1,calls expanding opportunities legal immigrants yes need that but process be…
1262,1,1,best tweet time fuck spic countries
1263,1,3,u201cjust believe youu2019re retarded i tried midterm i failed itu201d
1264,1,4,you could admit twat would probably enough next leader snp
1265,1,1,oh shit ching chong
1266,1,1,if ever call us well come never taking account little cunt are well save gettingu2026
1267,1,1,french german spanish ads annoying tops all wtf twitter dont speak ching chong
1268,1,1,ud83eudd14but shithole countries
1269,1,3,i dunno man youu2019re one shipping actual people likes retard logan
1270,1,1,little ching chong boy putting jailbreak title stretching video 10 minutes extra ad revenue
1271,1,0,ngl bubblingcancer fucking cunt
1272,1,4,fridayfeeling heritageday joyjoy landexpropriation betterafricabetterworld
1273,1,1,kindergarten too when kids ran said “ching chong” made slanty eyes i foolish…
1274,1,3,that actually fucked even fanbase begin retarded
1275,1,1,sorry i cant translate spic you
1276,1,1,these people actually take pride shameful history countries soliciting white immigrants whiten soc…
1277,1,1,id watch im school probably paying attention sorry doorbell ding dong pink fong wing wong ching chong
1278,1,1,except ur massive twat cut said soju u ruined whole vibe
1279,1,5,shut ur whore mouth poor ass faggot
1280,1,3,can retard go
1281,1,1,funny coming chinaman comes nation chinese dictator mao killed oppressu2026
1282,1,4,you literally asked clapped cunt
1283,1,1,hello justin bieberi say ching chong nippon sometimes
1284,1,1,lmaoooo see go racist typical nigger
1285,1,4,yall gonna realise iu2019m like massive twat one day
1286,1,1,that abysmaln i hope finds way one trumpsshithole countries oopps i forgot loves saudi
1287,1,1,man walking twat
1288,1,0,group high school boys drove past slowed front passenger yell ching chong me whu2026
1289,1,3,birth mom wondered i retarded i actually used kendama toy balance ball double paddleu2026
1290,1,1,9 getting visan10 glad finally get shithole country donu2019t understand people still live baru2026
1291,1,1,every promos team 200 retarded facts
1292,1,1,russia shithole country
1293,1,1,chinas wall still standing making sure mongol hordes conquer them oh wait didu2026
1294,1,1,got gook fresh boat ching chong haircut today half body wants rebuke othe…
1295,1,1,anime ching chong
1296,1,0,ottie looks radishing yukan real dill dave looks beet lettuce tell ya julia twat corny adsofmafsnz mafsnz
1297,1,1,i require certain level nigger
1298,1,1,asian girl got mad i said ling long ching chong like don’t talking like
1299,1,1,humanitarian emergency doctors demand refugees moved nauru sbs news via
1300,1,1,found another liberal retard ud83dudc47
1301,1,0,
1302,1,0,the desperatedems messed suspicious packages bomb threat narrative way trumu2026
1303,1,3,every food tastes good melted cheese u2014 i mean unfollowed anyone account obviously retarded troll
1304,1,3,you retarded fuck
1305,1,1,she put wth twat sambit sheu2019s super star already some rinse guy serious black bleach
1306,1,3,wow i even guess quote favorite marvel movie im retard
1307,1,0,you funny anywhere stfu retard
1308,1,3,you shouldnt people care retarded
1309,1,3,people fucking retarded iu2019m done wasting time ud83eudd23
1310,1,3,this got one retarded ignorant things ive seen week congrau2026
1311,1,0,boys think itu2019s cool act soft like mate look like faggot
1312,1,1,you stfu stupid faggot ass bitch
1313,1,3,well cry retard
1314,1,0,13 year old called faggot jdjsskaksja simulation glitching
1315,1,1,thats true even love tariffs theyre bad even hate immigrants theyre good even love…
1316,1,0,imagine someone says ching chong suddenly feeling tranquil
1317,1,4,forest could win league record points recorded don goodman still say shit the blokes twat
1318,1,1,not even your country it owned mongol people came afru2026
1319,1,5,let scorpio bag cuz iu2019m freaking retarded ud83dude29ud83dude29ud83dude29ud83dude29ud83dude29ud83dude29
1320,1,4,golden retrievers smpr ta parse mongol
1321,1,3,4 shots julio later i feel retarded
1322,1,3,long time ago retard
1323,1,4,punt feminazis uprights lets get kavanaugh confirmed
1324,1,5,u201ci know dyke youu2019d likeu201d
1325,1,3,iu2019ll second proper mongy
1326,1,1,laredo texas border patrol agents respond 911 calls resulting rescue six male illegal aliens fou…
1327,1,5,nah dyke
1328,1,3,thing makes want self harm feel someone gaslighting im emotionally retardu2026
1329,1,0,heres problem word banter banter exchange remarksnnif i call twat call twu2026
1330,1,0,karma fucking cunt donu2019t ever fucking forget that
1331,1,1,first allnu201chiphop mama spic n spannmet one summernand beganu201dnnthat first line thatu2019s problematiu2026
1332,1,1,id aint spic im pope
1333,1,0,he probably hates u201cshitholeu201d countries as defined him we know likes desperate mercenary slovenians
1334,1,4,19yo waitress tells story arrest assaulting dope bus insisted using word faggot 1su2026
1335,1,5,photo called dyke spic spat face broke arm
1336,1,5,want u know theres faggot ass army halloween party hope chokes piece chocolate
1337,1,1,im ggoneee imagine telling negro report colorism bh months ago called nigger selfish
1338,1,1,hnnadam ling ling ching chong eat dogs
1339,1,0,dems taken america far socialist nwo pc shithole were havin relitigate basic common senseu2026
1340,1,4,ughhh wanna eat cunt ud83dude1e
1341,1,4,i think the cunt symbolizes window gate opening real world case when baby sees motheru2026
1342,1,5,daddy pain tits big cunt eating cum lezbo public wank wife bbc young masturbation canada nn
1343,1,3,absolute mongoloid rehatching old drama sake views
1344,1,1,and iu2019m spic
1345,1,0,lmao ching chong sometimes simplest slander funniest
1346,1,1,i hear yu2019all hear speaking name thatu2019s faggot shitud83eudd2d
1347,1,0,btwmachado such twat everybodyin
1348,1,0,like searching old tweets sad twat ud83eudd26u200du2642ufe0fud83dude02ud83dude02ud83dude02ud83dude02ud83dude02ud83dude02
1349,1,0,disrespectful cunt
1350,1,5,after tumblr month want visibly queer andro femme faggot trans body no kidding feminism4ever
1351,1,1,extri spic
1352,1,1,aqua favourite spic onu2026
1353,1,3,the fuck smoking absolute mongoloid
1354,1,1,keemstar fucking cunt
1355,1,1,jack retard canu2019t even get logistics app together
1356,1,1,my eyes saw sob brain read nigger
1357,1,3,i feel you wouldnu2019t bother playing like i swear i always get retard team last game top laner heimu2026
1358,1,0,royal right im retarded
1359,1,5,u juul ur faggot
1360,1,1,michael i live one shithole countries i tell caravan respectiveu2026
1361,1,1,dope new gospel lighter flick soul beat win fire already keep mind im negro open min…
1362,1,1,u201cyou mexicanu201d u201cspicu201d u201cdorau201d
1363,1,1,am sorry hear that you go back country use lear…
1364,1,4,youu2019re cunt embarrassment club
1365,1,3,youu2019re retarded
1366,1,1,mongoloid ordered 9 dozen donuts 8 called back see sell craft coffee
1367,1,0,everyone knows feminazis r lying gd teeth
1368,1,0,they care moral voters want liberals illegal aliens ms13
1369,1,1,shithole country road bumps signage blamed deadly night accident naivasha what say
1370,1,0,just fast forward section unfunny twat
1371,1,3,now retarded okay perfect
1372,1,5,i mean platonic dyke way
1373,1,1,haiti listed second worse place travel shithole talkingu2026
1374,1,0,i never called kike u201cdirty jewu201d began campaign his hateful rhetoric hau2026
1375,1,3,maybe iu2019m retarded
1376,1,4,you twat
1377,1,0,reread shit illiterate twat
1378,1,4,i need you tell im twat right here
1379,1,4,what twat
1380,1,5,nyc newyork newyorkcity art artist gay faggot pouredpaint acrylicpainting acrylicpouring queer dark nu2026
1381,1,0,u266a gimme break gimme break break piece fat retard u266a
1382,1,0,i buy regularly alternatives tu2026
1383,1,5,fuck faggot
1384,1,0,look leftist terrorist like guy shot softball game comparu2026
1385,1,1,it’s 2018 yall don’t know calling asians “ching chong” racist
1386,1,4,don’t take allegations seriously that’s feminazi brainwashing see is context everything
1387,1,1,true ur ching chong u2014 18 xd
1388,1,1,dang right were right amp well teach libtard ampraghead terrorists lesson civility u201cnbc chihuawer ud83dudc3etppatriu2026
1389,1,3,if donu2019t think pittsburgh synagogue shooting wasnu2019t hate related youu2019re retarded
1390,1,1,if 11024th middle eastern leftist theyu2019d calling largest terrorist attempt since 911nnbutu2026
1391,1,1,6282018 four illegal aliens accused kidnapping raping two teenage sisters 13 1…
1392,1,0,full grown man fancy dress halloween wank stain certified twat
1393,1,1,when look relatives asia mongoloid and many fair haired blueu2026
1394,1,1,thanks spic
1395,1,3,funny mention splodes i came second mongoloid shot twice rocket launcher
1396,1,1,i watching negro orfeu black orpheus
1397,1,5,trannys retarded u2014 youu2019re asshole ud83dudc97
1398,1,1,“keep mind i’m negro open mind got screen door” best bar whole fuckin album lol
1399,1,1,why wayne collab decaying negro
1400,1,0,it crude leftist podcast uses word u201cretardu201d lot fan base made angru2026
1401,1,1,what retard
1402,1,3,i literally feel retarded anytime i use left handi looking kinda stupid ud83dudc80
1403,1,1,rastice bitch add fagot sucks cock dam day night fucking faggot
1404,1,3,this happens anel retarded
1405,1,1,what waste graceful white filthy refugees
1406,1,4,lmfao shut cunt unfollow
1407,1,1,ring chong ching ching chong chong ching
1408,1,1,golden visas how wealthy immigrants abuse quebecs immigration pro via
1409,1,1,skele boi far superior toothy mongoloid
1410,1,1,its okay white
1411,1,1,nigga nigger neither
1412,1,1,yeapspic wet
1413,1,1,outrageous outrageous you’re going illegal aliens because that’s wh…
1414,1,5,text back faggot
1415,1,1,how hellbent ching chong communists want oppress anyone isn…
1416,1,1,california candidate governor promises free health care illegal immigrants latest push financial…
1417,1,0,i think communists despise white people capitalism went full retard less okay underu2026
1418,1,3,bitch shut yo retarded ass looking like great value nipsey hussle
1419,1,1,in words itll become shithole state instead shithole country
1420,1,3,the egg also meet specific measurement device good luck retard
1421,1,0,we visited taiwan oncei hope go back country someday
1422,1,1,needs remind one million polish immigrants flooded britain exploited wor…
1423,1,4,wow what twat
1424,1,4,shutup spic
1425,1,1,wow and i remember tried spinning u201cshithole countriesu201d people like u201cnah sheu2019s okayu201d no sheu2019s human garbage
1426,1,3,i envy people know express emotions without sounding like complete retard
1427,1,1,anyways imma take nap theres fascists everywhere shithole country hope die yeehaw ud83eudd20
1428,1,1,non kpop fans call chinese ching chong chnks see nobody outside east asian fando…
1429,1,3,i didnu2019t get u donu2019t talk u talk likea retard
1430,1,1,joven wedding night wanted pencilnvicente ill buy mongol factory younjoven
1431,1,1,uhm you need explain making wrong say gook chink spic mick heb common discu2026
1432,1,1,trumps issue shithole countries full brown peopleu2026
1433,1,1,i tweeted dat already yi mongol
1434,1,1,going university almost unimaginable refugees
1435,1,1,say ching chong time
1436,1,1,im spic say build wall
1437,1,1,i 11 i told parents my parents immigrants didn’t know report it when wife aunt fo…
1438,1,3,justin tucker mongoloid
1439,1,5,is problem frank or faggot hey go eat mothers asshole out hey fuck fuck fu2026
1440,1,5,what faggot ud83dudc80ud83dudc80
1441,1,3,i said group message called basically retarded i ainu2019t even dodgers fan lol itu2019s simple
1442,1,0,why game glitched cunt complete challenges like 4 times actually count
1443,1,0,what mongy like
1444,1,5,me hnnmy mom i just know faggot disappintment
1445,1,1,ching chong one hundred
1446,1,4,chinese restaurants black friday business tonight at least boston areaching chong
1447,1,5,fine dyke
1448,1,1,africa shithole full africans south america ditto arab countries fare better due oil butu2026
1449,1,3,played kodak black last 8 songs girl came said u201cyou must retarded like musicu201du2026
1450,1,0,have seen treat guests show give breaknnif leftist attack youu2019d calliu2026
1451,1,1,turning away refugees kind ignoring sick kind using campaign funds pay your…
1452,1,2,follow dirty jew
1453,1,3,stop shit jewish blood hands retardnnred hats blacu2026
1454,1,0,you retard
1455,1,5,feminization coercedfem faggot sissification sluttraining watch clip
1456,1,1,pauline hanson move senate motion declaring okay white
1457,1,2,not raghead we free speechu2026
1458,1,3,every month i would mention something flooding apartment retard
1459,1,1,u201cwhen go crazy spic look like name would vanessau201d itu2019s hoops
1460,1,1,hector spicud83dude02ud83dude02ud83dude02ud83dude02
1461,1,1,alyssa anderson spic
1462,1,1,so criticism soros actually attack jews nreferring globalist akin saying u2018dirty jewu2026
1463,1,1,instead saying immigrants “threat national security” need acknowledge plenty of…
1464,1,0,just another false flag attack antifa leftist mobnnno one could expected man pictures ofu2026
1465,1,1,alright alright spic
1466,1,1,i called donald rumsfeild raghead internet long time ago
1467,1,3,im man still retard
1468,1,1,i’m calling army cute nigger society
1469,1,0,ryan cunt
1470,1,5,trevor belmont faggot yupp love
1471,1,3,i got banned i called desiinger retard
1472,1,5,guys retarded
1473,1,0,is meant funnyfuckin cunt
1474,1,3,comes movie since saying retard unwoke replaced family friendly version
1475,1,5,answer question faggot btw wasnu2019t me
1476,1,1,fella line work takes variety aliases hell i even chinaman six months
1477,1,4,still fucking twat
1478,1,1,i think jack hobbs fairly mongy though
1479,1,0,an absolute cunt human
1480,1,1,i got called “nigger” work i ain’t give wifi password control people
1481,1,3,if retarded cant any researchthen sure right
1482,1,3,were entering age retarded terrorists
1483,1,0,you relieved duties commander faggot
1484,1,4,but hes cunt lufc
1485,1,1,people living shithole countries shouldnu2019t throw stones treeoflifesynagogue
1486,1,3,change ur fucking mongoloid
1487,1,3,mongoloid mongoloid scans mongodb hosts compromised held ransom
1488,1,5,i easily turn straight boy cock thirsty cum addicted faggot nnblack cock isnnud83dude08nfindomu2026
